77.18382	17.52544
75.18246	19.38271
73.26002	22.84504
72.14832	19.45222
71.89166	19.73682
70.35361	13.58456
69.94509	14.25166
69.64084	17.3309
69.53854	15.48571
69.23689	16.72594
69.16548	19.92644
69.10655	17.59422
68.85167	13.64848
68.51274	16.85794
68.23153	18.5119
67.72936	16.81747
67.01606	18.12855
66.8737	14.57318
66.54888	14.47878
66.15949	19.241
65.64429	16.35082
65.49279	11.80006
65.48052	17.25591
65.43464	16.2812
65.04513	14.726
64.65108	17.72615
64.50282	19.44844
64.2034	15.29046
64.05542	15.26486
63.99696	14.56032
63.89351	17.65897
63.85825	19.07629
63.74482	15.07882
63.52824	19.05066
63.38105	14.24637
63.29669	18.18214
63.09771	14.76684
63.0925	19.23757
63.06332	14.25735
62.84043	13.35144
62.83633	17.44321
62.81362	16.18366
62.74576	15.07905
62.67287	16.58733
62.37965	16.2322
62.33178	14.70861
62.32907	17.63831
62.30249	16.4612
62.2911	16.45237
62.24582	15.70497
62.04064	18.00745
62.00573	8.69378
61.94863	12.63261
61.78129	16.80624
61.70866	16.79623
61.60396	18.61844
61.58664	15.19441
61.33682	19.85697
61.23136	16.37269
61.20428	19.74415
61.17756	15.62678
61.12132	14.48709
61.08618	14.2097
60.92817	16.46373
60.89379	14.50572
60.67147	14.73676
60.58493	17.75853
60.49981	17.78298
60.42311	14.63358
60.36326	14.4021
60.17746	14.2555
60.04438	14.51767
60.03758	17.86356
60.03289	17.78986
59.9622	12.81565
59.59495	15.1501
59.55934	10.47509
59.47424	16.94376
59.45613	11.84271
59.05553	12.27393
58.94041	15.79624
58.88518	11.98986
58.75536	18.73802
58.75393	18.24896
58.67925	14.58622
58.63587	12.62825
58.6341	14.88137
58.62732	14.598
58.62662	14.07371
58.52909	18.33584
58.39506	15.01204
58.23801	15.66904
58.22416	15.34877
58.22018	15.68646
58.14267	13.4066
58.00839	11.24945
57.94057	14.62204
57.87812	17.4402
57.84762	10.041
57.84665	11.01173
57.82505	11.92365
57.80998	15.46388
57.67087	16.21883
57.62982	18.4923
57.45256	15.15871
57.4507	16.8295
57.43241	15.34318
57.42537	11.76506
57.40199	13.53082
57.37407	13.96828
57.37241	17.84111
57.25244	16.4227
57.23119	10.3705
57.21378	19.36322
57.20672	17.13858
57.19729	16.94119
57.09553	14.99997
57.00733	14.17598
56.99737	14.90233
56.94366	15.34725
56.93071	14.77215
56.92016	16.9077
56.87838	11.04349
56.87735	17.05989
56.78845	18.51428
56.76435	11.47693
56.71	12.3149
56.63683	17.58471
56.62324	14.42535
56.56755	12.89962
56.5379	14.38303
56.51453	12.87555
56.43113	15.67431
56.39573	14.15415
56.36215	15.82116
56.34782	9.42287
56.33752	16.46957
56.25059	12.95497
56.20743	13.04756
56.19423	16.56672
56.14847	9.70852
56.14341	15.48246
56.11243	14.93894
56.10647	16.01409
56.08541	16.13457
56.03978	13.17625
56.02805	14.58553
55.98607	13.26557
55.93925	12.49956
55.88716	16.97483
55.86543	17.78154
55.7998	9.49676
55.71359	11.89942
55.68383	15.69465
55.63385	12.79788
55.57248	14.28132
55.55431	10.36333
55.42217	14.66096
55.40185	14.77538
55.2696	15.73311
55.19161	17.5621
55.16688	12.11627
55.1369	14.77881
55.06671	16.23802
55.06523	18.87393
54.95372	16.83341
54.95217	12.77854
54.91802	14.86202
54.91265	17.22826
54.87665	12.51047
54.85059	15.53564
54.84431	15.95601
54.78826	16.65253
54.77041	14.9837
54.76108	14.11161
54.73249	9.93705
54.68225	16.66332
54.66338	17.64071
54.6576	14.57983
54.64354	16.70789
54.60344	13.4063
54.58816	13.09402
54.40857	12.10044
54.34511	12.03409
54.34157	14.67397
54.25386	16.57778
54.22293	13.12747
54.18248	12.72192
54.16863	15.70294
54.15675	12.6897
54.12624	10.18263
54.00219	13.83797
53.9855	12.45685
53.93165	14.25924
53.91043	13.82536
53.88739	15.64895
53.86954	14.16503
53.85614	15.98092
53.84629	14.25077
53.83216	17.5433
53.78166	14.66612
53.75592	14.73183
53.74082	13.70789
53.73586	13.76062
53.68081	14.90169
53.65206	11.90689
53.61047	16.31067
53.60863	13.08538
53.59867	13.93874
53.57923	13.89953
53.55855	11.34195
53.55002	11.52246
53.52273	15.50327
53.50837	12.05367
53.48383	17.15665
53.4585	15.51808
53.43013	16.55228
53.39055	17.43746
53.28255	12.8584
53.28059	14.69154
53.26385	9.8067
53.25276	13.59827
53.23655	17.07649
53.22381	14.92356
53.20453	13.02131
53.18268	15.30004
53.16913	13.68633
53.16239	9.86055
53.12564	12.73147
53.08762	16.98896
53.07804	17.79731
53.06776	15.4698
53.00792	11.59564
52.98774	11.67409
52.97645	12.69803
52.96189	14.34525
52.95786	9.71934
52.95209	12.33099
52.92016	11.99386
52.88877	14.81902
52.86231	13.28374
52.84631	14.25213
52.83225	17.81942
52.77587	13.71246
52.76208	14.89721
52.71301	15.53652
52.70488	14.09264
52.627	17.12078
52.62686	13.13158
52.58139	12.92386
52.57775	13.91235
52.57132	15.25987
52.56921	16.32112
52.56876	13.10388
52.52616	14.06253
52.51658	15.64044
52.51299	13.83578
52.50663	13.36582
52.48718	15.05407
52.48049	12.83136
52.46657	11.68756
52.46459	17.54033
52.46233	16.79007
52.3741	8.50705
52.33363	15.21449
52.31784	11.99392
52.26441	16.72792
52.25649	11.86893
52.20448	12.09867
52.18601	14.76649
52.15751	11.38774
52.14211	11.98412
52.12796	16.0682
52.12164	12.78944
51.98575	15.09129
51.94256	16.89634
51.93642	16.09279
51.81997	11.22055
51.79418	13.40016
51.76939	13.62504
51.71898	16.14117
51.70052	9.43786
51.69484	10.02496
51.68993	17.43246
51.59206	12.44272
51.56784	12.95635
51.56507	14.96834
51.54215	15.46585
51.45282	12.15254
51.45153	12.41191
51.42518	11.03101
51.39535	17.00801
51.37045	12.5908
51.33329	12.37279
51.30718	16.36179
51.29194	11.76693
51.19197	16.21326
51.16726	9.96313
51.15929	10.73659
51.13618	11.22119
51.06723	12.54523
51.05616	10.9449
51.04456	11.84734
51.00971	11.57694
50.99102	12.12779
50.97475	16.12398
50.97185	16.44641
50.92684	13.97197
50.9009	15.11212
50.88926	13.24303
50.88378	13.17776
50.8745	13.15594
50.82903	11.89452
50.81784	16.2181
50.77908	12.82926
50.77397	13.99538
50.75028	14.51032
50.72382	13.14905
50.69898	12.64118
50.664	11.71387
50.66147	13.72415
50.65052	15.28377
50.6259	12.8246
50.60504	12.61705
50.60451	15.71525
50.60203	16.98296
50.5961	10.44163
50.57122	15.20418
50.56133	13.09609
50.53049	10.87341
50.51584	13.72206
50.5001	12.54641
50.48951	14.19289
50.45772	14.96162
50.44537	12.69964
50.40297	13.00773
50.39612	11.34261
50.39408	15.14717
50.37046	12.73828
50.3329	15.17553
50.32633	13.40605
50.3246	11.42357
50.2956	10.93686
50.2936	13.6141
50.25208	11.29405
50.24009	13.90535
50.21149	12.15171
50.14609	13.91326
50.03648	12.76466
50.01103	15.71331
50.0038	14.46269
